HTR	start	end	gene	Identifying_annotation	SRG_type
LCP05904:HTR22	216696	219011	g3265.t1	IPR022198	DUF3723
LCP05904:HTR22	262993	265321	g3288.t1	IPR022198	DUF3723
LCP05904:HTR26	1375	4321	g9054.t1	IPR021842	DUF3435
LCP05904:HTR26	17307	21103	g9059.t1	IPR022198	DUF3723
LCP05904:HTR35	9471	10703	g5569.t1	IPR001005,IPR009057	MYB/SANT
LCP05904:HTR40	58712	60980	g6195.t1	IPR021842	DUF3435
LCP05904:HTR40	61502	63900	g6196.t1	IPR022198	DUF3723
LCP05904:HTR51	91958	94257	g13331.t1	IPR022198	DUF3723
LCP05904:HTR51	112879	113696	g13339.t1	IPR001005,IPR009057	MYB/SANT
LCP05904:HTR51	228670	231332	g13378.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR52	7369	8934	g14906.t1	IPR022198	DUF3723
LCP05904:HTR52	229741	231454	g15003.t1	IPR001005	MYB/SANT
LCP05904:HTR52	310996	312372	g15033.t1	IPR001005	MYB/SANT
LCP05904:HTR52	360413	361978	g15057.t1	IPR022198	DUF3723
LCP05904:HTR52	883706	886035	g15295.t1	IPR022198	DUF3723
LCP05904:HTR52	944602	945816	g15324.t1	IPR001005,IPR009057	MYB/SANT
LCP05904:HTR55	26366	27417	g13486.t1	IPR022198	DUF3723
LCP05904:HTR55	27547	29669	g13487.t1	IPR022198	DUF3723
LCP05904:HTR55	47081	49597	g13495.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR63	55985	58383	g8486.t1	IPR022198	DUF3723
LCP05904:HTR63	58917	61185	g8487.t1	IPR021842	DUF3435
LCP05904:HTR66	21820	24249	g4210.t1	IPR011010,IPR021842	DUF3435
LCP05904:HTR66	96414	98165	g4236.t1	IPR022198	DUF3723
LCP05904:HTR66	239704	240393	g4281.t1	IPR021842	DUF3435
LCP05904:HTR66	359913	361184	g4318.t1	IPR001005,IPR009057	MYB/SANT
LCP05904:HTR70	83617	86351	g10686.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR70	378154	380352	g10808.t1	IPR022198	DUF3723
LCP05904:HTR70	497514	500234	g10861.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR70	672910	675238	g10936.t1	IPR022198	DUF3723
LCP05904:HTR73	108452	110619	g6627.t1	IPR001005,IPR009057	MYB/SANT
LCP05904:HTR73	151145	154892	g6642.t1	IPR022198	DUF3723
LCP05904:HTR73	208295	210810	g6660.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR74	4065	6808	g5400.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR74	46944	49274	g5423.t1	IPR022198	DUF3723
LCP05904:HTR74	92809	94192	g5441.t1	IPR001005	MYB/SANT
LCP05904:HTR74	165159	166723	g5475.t1	IPR022198	DUF3723
LCP05904:HTR75	90467	91520	g2242.t1	IPR022198	DUF3723
LCP05904:HTR75	91922	92998	g2243.t1	IPR022198	DUF3723
LCP05904:HTR75	131490	134353	g2255.t1	IPR021842	DUF3435
LCP05904:HTR75	180138	182631	g2276.t1	IPR022198	DUF3723
LCP05904:HTR75	254303	256807	g2303.t1	IPR013087,IPR021842	DUF3435
LCP05904:HTR8	138590	140927	g1167.t1	IPR022198	DUF3723
LCP05904:HTR8	263813	267334	g1225.t1	IPR021842	DUF3435
RS1:HTR12	243347	244540	g7897.t1	IPR001005	MYB/SANT
RS1:HTR12	312547	316297	g7924.t1	IPR022198	DUF3723
RS1:HTR12	337706	340407	g7933.t1	IPR013087,IPR021842	DUF3435
RS1:HTR50	112562	115301	g8798.t1	IPR013087,IPR021842	DUF3435
RS1:HTR50	216065	218398	g8842.t1	IPR022198	DUF3723
RS1:HTR50	259656	261989	g8865.t1	IPR022198	DUF3723
RS1:HTR50	338241	339614	g8900.t1	IPR001005	MYB/SANT
RS1:HTR50	477426	478803	g8958.t1	IPR001005	MYB/SANT
RS1:HTR52	130745	131959	g15349.t1	IPR001005,IPR009057	MYB/SANT
RS1:HTR52	188239	190568	g15369.t1	IPR022198	DUF3723
RS1:HTR60	85828	88327	g1260.t1	IPR013087,IPR021842	DUF3435
RS1:HTR60	108185	110666	g1274.t1	IPR022198	DUF3723
LCP05904:HTR70	160323	161390	g10723.t1	ENOG503P5Q6	CRG
LCP05904:HTR70	296616	297416	g10771.t1	ENOG503P5Q6	CRG
LCP05904:HTR70	366538	369652	g10801.t1	ENOG503NY7U	PLP
LCP05904:HTR70	546686	547842	g10884.t1	ENOG503P5Q6	CRG
LCP05904:HTR70	687965	691081	g10945.t1	ENOG503NY7U	PLP
LCP05904:HTR8	108848	111749	g1156.t1	ENOG503NY7U	PLP
LCP05904:HTR8	111776	112003	g1157.t1	ENOG503NY7U	PLP
LCP05904:HTR8	197811	200498	g1196.t1	PF20255	DUF6066
RS1:HTR60	121909	124998	g1283.t1	ENOG503NY7U	PLP
LCP05904:HTR21	55776	64032	g13042.t1	PF20255	DUF6066
LCP05904:HTR21	104463	106844	g13058.t1	ENOG503NY7U	PLP
LCP05904:HTR21	263917	267021	g13131.t1	ENOG503NY7U	PLP
LCP05904:HTR51	157420	160578	g13357.t1	ENOG503NY7U	PLP
IBT35659:HTR5	46692	56236	g13530.t1	PF20255	DUF6066
IBT35659:HTR5	213152	216401	g13589.t1	ENOG503NY7U	PLP
RS1:HTR77	9880	10363	g13796.t1	ENOG503NY7U	PLP
LCP05904:HTR52	38302	39216	g14919.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	203202	204389	g14992.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	215538	215880	g14996.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	259356	260015	g15016.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	300688	301602	g15029.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	329384	330226	g15039.t1	PF20255	DUF6066
LCP05904:HTR52	333332	334135	g15041.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	372992	376089	g15066.t1	ENOG503NY7U	PLP
LCP05904:HTR52	493588	494670	g15118.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	539017	539934	g15135.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	803818	804735	g15257.t1	ENOG503P5Q6	CRG
LCP05904:HTR52	870604	873708	g15286.t1	ENOG503NY7U	PLP
RS1:HTR52	345708	346099	g15438.t1	ENOG503P5Q6	CRG
RS1:HTR52	395786	396862	g15459.t1	ENOG503P5Q6	CRG
RS1:HTR52	490646	493747	g15507.t1	ENOG503NY7U	PLP
IBT34325:HTR37	142926	146102	g15632.t1	ENOG503NY7U	PLP
LCP05904:HTR75	59455	62734	g2230.t1	ENOG503NY7U	PLP
LCP05904:HTR75	164064	167148	g2267.t1	ENOG503NY7U	PLP
LCP05904:HTR22	180232	180522	g3253.t1	ENOG503P5Q6	CRG
LCP05904:HTR22	273779	276895	g3295.t1	ENOG503NY7U	PLP
IBT35672:HTR37	133130	136405	g3449.t1	ENOG503NY7U	PLP
LCP05904:HTR66	52935	53966	g4218.t1	ENOG503NY7U	PLP
LCP05904:HTR66	53992	54605	g4219.t1	ENOG503NY7U	PLP
IBT34325:HTR79	139326	143223	g4539.t1	ENOG503NY7U	PLP
IBT35672:HTR43	18173	27718	g4834.t1	PF20255	DUF6066
LCP05904:HTR74	77138	78055	g5437.t1	ENOG503P5Q6	CRG
LCP05904:HTR74	81513	88240	g5439.t1	PF20255	DUF6066
LCP05904:HTR74	151068	154172	g5466.t1	ENOG503NY7U	PLP
LCP05904:HTR40	72964	76030	g6200.t1	ENOG503NY7U	PLP
IBT35672:HTR47	133012	136293	g7408.t1	ENOG503NY7U	PLP
LCP05904:HTR63	43169	46249	g8481.t1	ENOG503NY7U	PLP
RS1:HTR50	201243	203019	g8837.t1	ENOG503NY7U	PLP
RS1:HTR50	272037	275141	g8873.t1	ENOG503NY7U	PLP
RS1:HTR50	316151	316542	g8891.t1	ENOG503P5Q6	CRG
RS1:HTR50	349031	349948	g8905.t1	ENOG503P5Q6	CRG
RS1:HTR50	461729	462646	g8955.t1	ENOG503P5Q6	CRG
RS1:HTR50	466111	475804	g8957.t1	PF20255	DUF6066
RS1:HTR50	599912	600817	g9006.t1	ENOG503P5Q6	CRG
RS1:HTR50	671906	681598	g9035.t1	PF20255	DUF6066
RS1:HTR50	685063	685982	g9037.t1	ENOG503P5Q6	CRG
IBT34325:HTR2	32809	33704	NA	starfish	DUF3435
IBT34325:HTR2	35522	36016	NA	starfish	DUF3435
IBT34325:HTR3	90884	91642	NA	starfish	DUF3435
IBT34325:HTR4	274184	275372	NA	starfish	DUF3435
IBT34325:HTR7	36891	37602	NA	starfish	DUF3435
IBT34325:HTR10	25294	26921	NA	starfish	DUF3435
IBT34325:HTR21	123063	124171	NA	starfish	DUF3435
IBT34325:HTR35	191471	193927	NA	starfish	DUF3435
IBT34325:HTR44	25894	28000	NA	starfish	DUF3435
IBT34325:HTR44	469194	471654	NA	starfish	DUF3435
IBT34325:HTR46	207358	210104	NA	starfish	DUF3435
IBT34325:HTR55	174763	177616	NA	starfish	DUF3435
IBT34325:HTR94	63038	63241	NA	starfish	DUF3435
IBT34325:HTR95	54125	56053	NA	starfish	DUF3435
LCP05904:HTR13	3096	6496	NA	starfish	DUF3435
LCP05904:HTR18	99961	100595	NA	starfish	DUF3435
LCP05904:HTR46	28810	29639	NA	starfish	DUF3435
LCP05904:HTR66	19717	20216	NA	starfish	DUF3435
F7:HTR7	13843	15036	NA	starfish	DUF3435
F7:HTR58	97989	98668	NA	starfish	DUF3435
F7:HTR58	374166	376751	NA	starfish	DUF3435
F7:HTR60	75815	76368	NA	starfish	DUF3435
F7:HTR69	1448	1799	NA	starfish	DUF3435
RS1:HTR19	11439	11962	NA	starfish	DUF3435
RS1:HTR24	4180	5080	NA	starfish	DUF3435
RS1:HTR50	643408	643692	NA	starfish	DUF3435
RS1:HTR57	73393	74939	NA	starfish	DUF3435
RS1:HTR60	73828	76828	NA	starfish	DUF3435
IBT35672:HTR9	175543	176068	NA	starfish	DUF3435
IBT35672:HTR24	139782	141982	NA	starfish	DUF3435
IBT35672:HTR46	52851	53402	NA	starfish	DUF3435
IBT35672:HTR50	205710	207271	NA	starfish	DUF3435
IBT35672:HTR53	93126	95257	NA	starfish	DUF3435
IBT35672:HTR59	58732	59793	NA	starfish	DUF3435
IBT35672:HTR70	123336	123512	NA	starfish	DUF3435
IBT34249:HTR8	33313	33630	NA	starfish	DUF3435
IBT34249:HTR17	74683	75537	NA	starfish	DUF3435
IBT34249:HTR33	46418	46992	NA	starfish	DUF3435
IBT34249:HTR40	61466	64449	NA	starfish	DUF3435
IBT34249:HTR43	109572	111416	NA	starfish	DUF3435
IBT34249:HTR76	56168	56745	NA	starfish	DUF3435
ESE00019:HTR10	42360	44869	g17925.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR10	207810	210141	g17999.t1	IPR022198	DUF3723
ESE00019:HTR10	343360	344474	g18053.t1	IPR022198	DUF3723
ESE00019:HTR10	525117	526349	g18121.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR12	62089	63896	g18275.t1	IPR022198	DUF3723
ESE00019:HTR13	24731	27046	g9729.t1	IPR022198	DUF3723
ESE00019:HTR14	14288	16625	g10186.t1	IPR022198	DUF3723
ESE00019:HTR15	104098	107616	g15343.t1	IPR021842	DUF3435
ESE00019:HTR18	76920	77927	g9212.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR18	77982	79640	g9213.t1	IPR021842	DUF3435
ESE00019:HTR23	56921	59574	g9859.t1	IPR021842	DUF3435
ESE00019:HTR23	59835	62269	g9860.t1	IPR022198	DUF3723
ESE00019:HTR26	246334	248663	g13220.t1	IPR022198	DUF3723
ESE00019:HTR26	307651	308865	g13250.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR27	114396	115487	g11169.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR27	336690	338721	g11235.t1	IPR022198	DUF3723
ESE00019:HTR30	8735	11439	g12508.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR30	37635	41355	g12519.t1	IPR022198	DUF3723
ESE00019:HTR30	86974	88164	g12539.t1	IPR001005	MYB/SANT
ESE00019:HTR33	95255	96173	g4769.t1	IPR021842	DUF3435
ESE00019:HTR34	774	4295	g6324.t1	IPR021842	DUF3435
ESE00019:HTR35	36190	39710	g11527.t1	IPR021842	DUF3435
ESE00019:HTR36	46960	49126	g5799.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR42	110467	111486	g7570.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR42	177966	178765	g7585.t1	IPR001005	MYB/SANT
ESE00019:HTR42	321316	322497	g7629.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR46	118888	121381	g13302.t1	IPR022198	DUF3723
ESE00019:HTR46	154383	156891	g13318.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR49	566	2798	g9823.t1	IPR011010,IPR021842	DUF3435
ESE00019:HTR49	67875	69146	g9836.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR53	219516	220808	g5074.t1	IPR022198	DUF3723
ESE00019:HTR53	220950	221682	g5075.t1	IPR022198	DUF3723
ESE00019:HTR53	627615	631009	g5210.t1	IPR021842	DUF3435
ESE00019:HTR54	109497	113011	g11639.t1	IPR021842	DUF3435
ESE00019:HTR54	242133	244435	g11698.t1	IPR022198	DUF3723
ESE00019:HTR57	6892	8113	g5267.t1	IPR021842	DUF3435
ESE00019:HTR57	8218	8514	g5268.t1	IPR021842	DUF3435
ESE00019:HTR57	8968	11366	g5269.t1	IPR022198	DUF3723
ESE00019:HTR59	73149	74363	g5324.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR59	249588	250856	g5403.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR59	358149	359525	g5449.t1	IPR001005	MYB/SANT
ESE00019:HTR59	422566	424896	g5478.t1	IPR022198	DUF3723
ESE00019:HTR59	604602	607342	g5552.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR60	28666	31702	g13755.t1	IPR022198	DUF3723
ESE00019:HTR60	65473	67641	g13769.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR62	96545	100029	g10345.t1	IPR022198	DUF3723
ESE00019:HTR62	155408	156640	g10366.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR62	272542	275285	g10372.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR62	434410	436740	g10442.t1	IPR022198	DUF3723
ESE00019:HTR62	688578	692325	g10549.t1	IPR022198	DUF3723
ESE00019:HTR62	712030	714731	g10559.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR62	715876	718390	g10560.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR8	43750	45917	g19553.t1	IPR001005,IPR009057	MYB/SANT
ESE00019:HTR8	80072	83107	g19567.t1	IPR022198	DUF3723
ESE00019:HTR8	153250	155764	g19589.t1	IPR013087,IPR021842	DUF3435
ESE00090:HTR32	1104	3682	g16004.t1	IPR013087,IPR021842	DUF3435
ESE00090:HTR32	48536	49783	g16009.t1	IPR001005,IPR009057	MYB/SANT
ESE00090:HTR61	137320	139635	g11416.t1	IPR022198	DUF3723
IBT25940:HTR11	34139	36843	g28.t1	IPR013087,IPR021842	DUF3435
IBT25940:HTR11	63050	66770	g39.t1	IPR022198	DUF3723
IBT25940:HTR11	109959	111149	g58.t1	IPR001005	MYB/SANT
IBT25940:HTR13	25668	28416	g2260.t1	IPR013087,IPR021842	DUF3435
IBT25940:HTR13	106587	108916	g2298.t1	IPR022198	DUF3723
IBT25940:HTR13	179146	180363	g2320.t1	IPR001005,IPR009057	MYB/SANT
IBT25940:HTR23	56806	59179	g11860.t1	IPR022198	DUF3723
IBT25940:HTR23	257390	259763	g11936.t1	IPR022198	DUF3723
IBT25940:HTR23	336820	340334	g11975.t1	IPR021842	DUF3435
IBT25940:HTR30	174303	176732	g15429.t1	IPR011010,IPR021842	DUF3435
IBT25940:HTR30	257132	258406	g15471.t1	IPR001005,IPR009057	MYB/SANT
IBT25940:HTR43	66412	68785	g15773.t1	IPR022198	DUF3723
IBT25940:HTR43	224823	228337	g15843.t1	IPR021842	DUF3435
IBT25940:HTR5	1934	3205	g16998.t1	IPR001005,IPR009057	MYB/SANT
IBT25940:HTR5	197434	199869	g17066.t1	IPR022198	DUF3723
IBT25940:HTR5	430519	432513	g17138.t1	IPR011010,IPR021842	DUF3435
IBT25940:HTR8	15927	17153	g12842.t1	IPR021842	DUF3435
IBT35664:HTR10	74781	77711	g18216.t1	IPR021842	DUF3435
IBT35664:HTR13	189464	191896	g17769.t1	IPR022198	DUF3723
IBT35664:HTR13	292875	294849	g17801.t1	IPR001005	MYB/SANT
IBT35664:HTR16	316230	319744	g3691.t1	IPR021842	DUF3435
IBT35664:HTR19	17015	19444	g19393.t1	IPR011010,IPR021842	DUF3435
IBT35664:HTR19	172193	173464	g19445.t1	IPR001005,IPR009057	MYB/SANT
IBT35664:HTR30	57057	57969	g16823.t1	IPR022198	DUF3723
IBT35664:HTR30	58530	59447	g16824.t1	IPR022198	DUF3723
IBT35664:HTR30	59669	61934	g16825.t1	IPR021842	DUF3435
IBT35664:HTR4	87401	90056	g4905.t1	IPR021842	DUF3435
IBT35664:HTR4	90285	92771	g4906.t1	IPR022198	DUF3723
IBT35664:HTR6	103142	104323	g8237.t1	IPR001005,IPR009057	MYB/SANT
IBT35664:HTR6	164739	168489	g8261.t1	IPR022198	DUF3723
IBT35664:HTR6	180324	183038	g8266.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR12	26958	29467	g3765.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR12	119154	119537	g3796.t1	IPR022198	DUF3723
LCP05531:HTR12	715218	716447	g3944.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR14	61891	65441	g3239.t1	IPR022198	DUF3723
LCP05531:HTR14	137035	139066	g3258.t1	IPR022198	DUF3723
LCP05531:HTR16	46689	47759	g3542.t1	IPR022198	DUF3723
LCP05531:HTR16	48411	49207	g3543.t1	IPR022198	DUF3723
LCP05531:HTR16	69099	71848	g3555.t1	IPR021842	DUF3435
LCP05531:HTR17	1216	4737	g10940.t1	IPR021842	DUF3435
LCP05531:HTR17	118717	121055	g10985.t1	IPR022198	DUF3723
LCP05531:HTR18	13043	15203	g338.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR18	97654	100169	g370.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR19	19213	20871	g13802.t1	IPR021842	DUF3435
LCP05531:HTR19	20926	21933	g13803.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR19	210091	211254	g13846.t1	IPR001005	MYB/SANT
LCP05531:HTR19	653506	654238	g13992.t1	IPR022198	DUF3723
LCP05531:HTR19	654380	655672	g13993.t1	IPR022198	DUF3723
LCP05531:HTR20	121186	123354	g12760.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR20	157512	160548	g12774.t1	IPR022198	DUF3723
LCP05531:HTR20	181358	183516	g12783.t1	IPR021842	DUF3435
LCP05531:HTR20	252133	254647	g12807.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR21	238552	240882	g1720.t1	IPR022198	DUF3723
LCP05531:HTR21	509806	511038	g1844.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR21	566407	569891	g1865.t1	IPR022198	DUF3723
LCP05531:HTR21	878941	880663	g1996.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR21	931108	933438	g2026.t1	IPR022198	DUF3723
LCP05531:HTR21	1137887	1140216	g2125.t1	IPR022198	DUF3723
LCP05531:HTR21	1204678	1205892	g2158.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR25	96222	97140	g14809.t1	IPR021842	DUF3435
LCP05531:HTR26	97606	99490	g15905.t1	IPR021842	DUF3435
LCP05531:HTR26	188738	191040	g15935.t1	IPR022198	DUF3723
LCP05531:HTR26	282345	283566	g15973.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR36	872	3104	g13468.t1	IPR011010,IPR021842	DUF3435
LCP05531:HTR36	93163	94006	g13490.t1	IPR022198	DUF3723
LCP05531:HTR36	324865	326136	g13546.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR46	2289	3470	g5731.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR47	84740	85759	g17225.t1	IPR021842	DUF3435
LCP05531:HTR48	150701	153194	g4283.t1	IPR022198	DUF3723
LCP05531:HTR48	186185	188693	g4299.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR49	137442	139608	g8022.t1	IPR001005,IPR009057	MYB/SANT
LCP05531:HTR51	10400	13101	g14598.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR51	36544	40291	g14609.t1	IPR022198	DUF3723
LCP05531:HTR52	6565	7755	g1037.t1	IPR001005	MYB/SANT
LCP05531:HTR52	56602	60322	g1057.t1	IPR022198	DUF3723
LCP05531:HTR52	86528	89232	g1068.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR58	1202	3945	g17876.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR58	95635	96561	g17915.t1	IPR021842	DUF3435
LCP05531:HTR58	107866	108609	g17920.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR58	108643	108960	g17921.t1	IPR021842	DUF3435
LCP05531:HTR58	109195	109864	g17922.t1	IPR021842	DUF3435
LCP05531:HTR59	118562	119653	g16767.t1	IPR013087,IPR021842	DUF3435
LCP05531:HTR62	8402	11154	g2554.t1	IPR021842	DUF3435
LCP05531:HTR62	31043	31838	g2566.t1	IPR022198	DUF3723
LCP06093:HTR1	102689	103852	g4613.t1	IPR001005	MYB/SANT
LCP06093:HTR1	253925	257319	g4660.t1	IPR021842	DUF3435
LCP06093:HTR1	437568	439226	g4723.t1	IPR021842	DUF3435
LCP06093:HTR1	439281	440288	g4724.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR14	184193	186531	g9297.t1	IPR022198	DUF3723
LCP06093:HTR14	298524	302045	g9351.t1	IPR021842	DUF3435
LCP06093:HTR15	11776	12997	g5611.t1	IPR021842	DUF3435
LCP06093:HTR15	13102	13398	g5612.t1	IPR021842	DUF3435
LCP06093:HTR15	13852	16250	g5613.t1	IPR022198	DUF3723
LCP06093:HTR20	201243	202535	g7410.t1	IPR022198	DUF3723
LCP06093:HTR20	202677	203409	g7411.t1	IPR022198	DUF3723
LCP06093:HTR24	8507	11211	g3715.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR24	37408	41128	g3726.t1	IPR022198	DUF3723
LCP06093:HTR26	95614	96532	g2365.t1	IPR021842	DUF3435
LCP06093:HTR27	124082	126575	g18503.t1	IPR022198	DUF3723
LCP06093:HTR27	166002	168510	g18520.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR29	2184	3454	g5781.t1	IPR001005,IPR009057	MYB/SANT
LCP06093:HTR31	907	3139	g12924.t1	IPR011010,IPR021842	DUF3435
LCP06093:HTR32	168186	170620	g631.t1	IPR022198	DUF3723
LCP06093:HTR32	170881	173534	g632.t1	IPR021842	DUF3435
LCP06093:HTR37	65088	67389	g7453.t1	IPR022198	DUF3723
LCP06093:HTR37	160317	163831	g7496.t1	IPR021842	DUF3435
LCP06093:HTR4	34525	37039	g10307.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR41	109002	111033	g679.t1	IPR022198	DUF3723
LCP06093:HTR41	343652	344743	g741.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR42	12823	14055	g5861.t1	IPR001005,IPR009057	MYB/SANT
LCP06093:HTR43	78788	81531	g6715.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR43	251885	254215	g6790.t1	IPR022198	DUF3723
LCP06093:HTR43	649222	651553	g6957.t1	IPR022198	DUF3723
LCP06093:HTR43	752248	755720	g7004.t1	IPR022198	DUF3723
LCP06093:HTR45	2509	3690	g12594.t1	IPR001005,IPR009057	MYB/SANT
LCP06093:HTR45	146401	147200	g12639.t1	IPR001005	MYB/SANT
LCP06093:HTR45	213682	214701	g12655.t1	IPR013087,IPR021842	DUF3435
LCP06093:HTR5	36593	39629	g17297.t1	IPR022198	DUF3723
LCP06093:HTR5	73773	75941	g17311.t1	IPR001005,IPR009057	MYB/SANT
LCP06093:HTR50	139243	141409	g12501.t1	IPR001005,IPR009057	MYB/SANT
LCP06093:HTR57	38177	41973	g7967.t1	IPR022198	DUF3723
LCP06093:HTR57	65015	67948	g7978.t1	IPR021842	DUF3435
LCP06093:HTR60	1095	4298	g6284.t1	IPR001005,IPR009057,IPR013087	MYB/SANT
LCP06249:HTR2	44105	45331	g12826.t1	IPR021842	DUF3435
LCP06249:HTR26	744	4420	g2477.t1	IPR021842	DUF3435
LCP06249:HTR26	58748	62298	g2496.t1	IPR022198	DUF3723
LCP06249:HTR31	106335	108828	g5994.t1	IPR022198	DUF3723
LCP06249:HTR31	141824	144332	g6010.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR31	344787	347996	g6034.t1	IPR001005,IPR009057,IPR013087	MYB/SANT
LCP06249:HTR32	131995	132892	g15128.t1	IPR022198	DUF3723
LCP06249:HTR32	322566	325299	g15206.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR33	29845	31056	g8296.t1	IPR001005,IPR009057	MYB/SANT
LCP06249:HTR33	59454	61112	g8309.t1	IPR022198	DUF3723
LCP06249:HTR33	249641	251971	g8408.t1	IPR022198	DUF3723
LCP06249:HTR33	548270	550600	g8541.t1	IPR022198	DUF3723
LCP06249:HTR34	59038	61972	g13435.t1	IPR021842	DUF3435
LCP06249:HTR34	81454	83961	g13439.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR34	116641	118532	g13448.t1	IPR021842	DUF3435
LCP06249:HTR37	87156	90672	g13724.t1	IPR021842	DUF3435
LCP06249:HTR39	43821	44296	g17594.t1	IPR021842	DUF3435
LCP06249:HTR40	45347	46050	g16367.t1	IPR022198	DUF3723
LCP06249:HTR46	21544	23330	g16221.t1	IPR021842	DUF3435
LCP06249:HTR52	37692	39722	g9393.t1	IPR022198	DUF3723
LCP06249:HTR52	135581	139129	g9421.t1	IPR022198	DUF3723
LCP06249:HTR52	213543	217218	g9444.t1	IPR021842	DUF3435
LCP06249:HTR55	194645	195028	g6443.t1	IPR021842	DUF3435
LCP06249:HTR60	294550	296581	g7120.t1	IPR022198	DUF3723
LCP06249:HTR60	383857	387407	g7143.t1	IPR022198	DUF3723
LCP06249:HTR61	30682	34402	g6195.t1	IPR022198	DUF3723
LCP06249:HTR61	60599	63301	g6206.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR61	75464	76423	g6209.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR62	64197	66941	g8752.t1	IPR013087,IPR021842	DUF3435
LCP06249:HTR62	287888	290216	g8859.t1	IPR022198	DUF3723
LCP06249:HTR7	533	2527	g16547.t1	IPR011010,IPR021842	DUF3435
LCP06249:HTR7	237056	239491	g16616.t1	IPR022198	DUF3723
LCP06249:HTR7	457686	458957	g16680.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR13	98569	99932	g8190.t1	IPR001005	MYB/SANT
strain12:HTR14	23349	25680	g1311.t1	IPR022198	DUF3723
strain12:HTR14	42492	45001	g1321.t1	IPR013087,IPR021842	DUF3435
strain12:HTR15	102837	103951	g15267.t1	IPR022198	DUF3723
strain12:HTR17	10676	14148	g6115.t1	IPR022198	DUF3723
strain12:HTR18	79285	81316	g2834.t1	IPR022198	DUF3723
strain12:HTR18	144345	147895	g2855.t1	IPR022198	DUF3723
strain12:HTR20	66546	67196	g13026.t1	IPR001005,IPR009057	MYB/SANT
